,name,subtype,collection_date,accession
9361,A/Sachsen/1/2022,H3N2,2022-01-24,EPI2050530
9362,A/Rheinland-Pfalz/1/2022,H3N2,2022-02-25,EPI2050528
9363,A/Nordrhein-Westfalen/2/2022,H3N2,2022-03-10,EPI2050517
9364,A/Niedersachsen/8/2022,H3N2,2022-02-11,EPI2050515
9365,A/Hessen/8/2022,H3N2,2022-02-07,EPI2050501
9366,A/Hessen/6/2022,H3N2,2022-01-31,EPI2050499
9367,A/Hessen/4/2022,H3N2,2022-01-24,EPI2050497
9368,A/Bremen/4/2022,H3N2,2022-03-07,EPI2050459
9369,A/Bremen/2/2022,H3N2,2022-02-18,EPI2050457
9370,A/Bremen/1/2022,H3N2,2022-01-31,EPI2050455
9371,A/Berlin/5/2022,H3N2,2022-01-10,EPI2050453
9372,A/Berlin/10/2022,H3N2,2022-01-31,EPI2050451
9373,A/Bayern/7/2022,H3N2,2022-02-24,EPI2050447
9374,A/Bayern/4/2022,H3N2,2022-02-02,EPI2050445
9375,A/Baden-Wurttemberg/8/2022,H3N2,2022-01-24,EPI2050443
9376,A/Baden-Wurttemberg/6/2022,H3N2,2022-02-08,EPI2050441
9377,A/Baden-Wurttemberg/5/2022,H3N2,2022-02-04,EPI2050439
9378,A/Schleswig-Holstein/1/2021,H3N2,2021-11-15,EPI2047224
9379,A/Rheinland-Pfalz/1/2021,H3N2,2021-12-16,EPI2047222
9380,A/Hessen/1/2021,H3N2,2021-11-22,EPI2047021
9381,A/Bremen/1/2021,H3N2,2021-10-11,EPI2046947
9382,A/Berlin/3/2021,H3N2,2021-11-16,EPI2046945
9383,A/Berlin/2/2021,H3N2,2021-10-25,EPI2046943
9384,A/Baden-Wurttemberg/1/2021,H3N2,2021-11-26,EPI2046941
9385,A/Wyoming/12922/2022,H3N2,2022-03-22,EPI2055221
9386,A/United_Kingdom/12921/2022,H3N2,2022-03-28,EPI2055217
9387,A/United_Kingdom/12920/2022,H3N2,2022-03-23,EPI2055210
9388,A/United_Kingdom/12919/2022,H3N2,2022-03-21,EPI2055207
9389,A/United_Kingdom/12918/2022,H3N2,2022-03-21,EPI2055199
9390,A/United_Kingdom/12917/2022,H3N2,2022-03-10,EPI2055192
9391,A/Texas/12916/2022,H3N2,2022-03-17,EPI2055185
9392,A/Texas/12915/2022,H3N2,2022-03-17,EPI2055177
9393,A/Texas/12914/2022,H3N2,2022-03-17,EPI2055169
9394,A/Texas/12913/2022,H3N2,2022-03-17,EPI2055162
9395,A/Texas/12912/2022,H3N2,2022-03-16,EPI2055154
9396,A/Texas/12911/2022,H3N2,2022-03-16,EPI2055146
9397,A/Texas/12910/2022,H3N2,2022-03-16,EPI2055138
9398,A/Texas/12909/2022,H3N2,2022-03-15,EPI2055130
9399,A/Texas/12908/2022,H3N2,2022-03-15,EPI2055126
9400,A/Texas/12907/2022,H3N2,2022-03-15,EPI2055118
9401,A/Texas/12906/2022,H3N2,2022-03-15,EPI2055110
9402,A/Texas/12905/2022,H3N2,2022-03-15,EPI2055102
9403,A/Texas/12904/2022,H3N2,2022-03-14,EPI2055096
9404,A/Texas/12903/2022,H3N2,2022-03-14,EPI2055088
9405,A/Texas/12902/2022,H3N2,2022-03-12,EPI2055080
9406,A/Texas/12901/2022,H3N2,2022-03-12,EPI2055072
9407,A/Texas/12900/2022,H3N2,2022-03-05,EPI2055064
9408,A/Texas/12899/2022,H3N2,2022-03-04,EPI2055057
9409,A/Texas/12898/2022,H3N2,2022-03-04,EPI2055049
9410,A/Texas/12897/2022,H3N2,2022-03-04,EPI2055041
9411,A/Texas/12896/2022,H3N2,2022-03-04,EPI2055035
9412,A/Texas/12895/2022,H3N2,2022-03-02,EPI2055028
9413,A/Texas/12894/2022,H3N2,2022-03-02,EPI2055020
9414,A/Texas/12893/2022,H3N2,2022-03-01,EPI2055012
9415,A/Texas/12892/2022,H3N2,2022-02-28,EPI2055004
9416,A/Texas/12891/2022,H3N2,2022-02-28,EPI2054996
9417,A/Texas/12890/2021,H3N2,2021-12-23,EPI2054988
9418,A/Texas/12889/2022,H3N2,2022-02-28,EPI2054985
9419,A/Texas/12888/2022,H3N2,2022-02-25,EPI2054981
9420,A/Texas/12887/2022,H3N2,2022-02-23,EPI2054973
9421,A/Texas/12886/2022,H3N2,2022-02-23,EPI2054965
9422,A/Texas/12885/2022,H3N2,2022-02-23,EPI2054957
9423,A/Texas/12884/2022,H3N2,2022-02-20,EPI2054949
9424,A/Texas/12883/2022,H3N2,2022-02-19,EPI2054941
9425,A/Texas/12882/2022,H3N2,2022-02-19,EPI2054933
9426,A/Texas/12881/2022,H3N2,2022-02-17,EPI2054925
9427,A/Texas/12880/2022,H3N2,2022-02-17,EPI2054917
9428,A/Texas/12879/2022,H3N2,2022-02-17,EPI2054909
9429,A/Texas/12878/2022,H3N2,2022-02-17,EPI2054902
9430,A/Texas/12877/2022,H3N2,2022-02-17,EPI2054894
9431,A/Texas/12876/2022,H3N2,2022-02-16,EPI2054886
9432,A/Texas/12875/2022,H3N2,2022-02-15,EPI2054878
9433,A/Texas/12874/2022,H3N2,2022-02-15,EPI2054870
9434,A/Texas/12873/2022,H3N2,2022-02-14,EPI2054863
9435,A/Texas/12872/2022,H3N2,2022-02-08,EPI2054855
9436,A/Texas/12871/2022,H3N2,2022-02-04,EPI2054847
9437,A/Texas/12870/2022,H3N2,2022-02-02,EPI2054839
9438,A/Texas/12869/2022,H3N2,2022-02-02,EPI2054831
9439,A/Texas/12868/2022,H3N2,2022-02-01,EPI2054823
9440,A/Texas/12867/2022,H3N2,2022-01-28,EPI2054815
9441,A/Texas/12866/2022,H3N2,2022-01-27,EPI2054807
9442,A/Texas/12865/2022,H3N2,2022-01-24,EPI2054799
9443,A/Texas/12864/2022,H3N2,2022-01-24,EPI2054791
9444,A/Texas/12863/2022,H3N2,2022-01-24,EPI2054783
9445,A/Texas/12862/2022,H3N2,2022-01-18,EPI2054775
9446,A/Texas/12861/2022,H3N2,2022-01-17,EPI2054767
9447,A/Texas/12860/2022,H3N2,2022-01-15,EPI2054759
9448,A/Texas/12859/2022,H3N2,2022-01-12,EPI2054751
9449,A/Texas/12858/2022,H3N2,2022-01-09,EPI2054743
9450,A/Texas/12857/2022,H3N2,2022-03-22,EPI2054735
9451,A/Texas/12856/2022,H3N2,2022-03-08,EPI2054727
9452,A/Texas/12855/2022,H3N2,2022-03-08,EPI2054719
9453,A/Texas/12854/2022,H3N2,2022-03-07,EPI2054711
9454,A/Texas/12853/2022,H3N2,2022-03-15,EPI2054703
9455,A/Texas/12852/2022,H3N2,2022-03-14,EPI2054695
9456,A/Texas/12851/2022,H3N2,2022-03-09,EPI2054687
9457,A/Texas/12850/2022,H3N2,2022-03-17,EPI2054679
9458,A/Texas/12849/2022,H3N2,2022-04-05,EPI2054671
9459,A/Texas/12848/2022,H3N2,2022-04-05,EPI2054664
9460,A/Texas/12847/2022,H3N2,2022-04-04,EPI2054656
9461,A/Texas/12846/2022,H3N2,2022-04-04,EPI2054653
9462,A/Texas/12845/2022,H3N2,2022-04-04,EPI2054645
9463,A/Texas/12844/2022,H3N2,2022-04-03,EPI2054641
9464,A/Texas/12843/2022,H3N2,2022-04-03,EPI2054633
9465,A/Texas/12842/2022,H3N2,2022-04-02,EPI2054625
9466,A/Texas/12841/2022,H3N2,2022-04-02,EPI2054617
9467,A/Texas/12840/2022,H3N2,2022-04-01,EPI2054613
9468,A/Texas/12839/2022,H3N2,2022-04-01,EPI2054607
9469,A/Texas/12838/2022,H3N2,2022-03-31,EPI2054599
9470,A/Texas/12837/2022,H3N2,2022-03-31,EPI2054591
9471,A/Texas/12836/2022,H3N2,2022-03-31,EPI2054583
9472,A/Texas/12835/2022,H3N2,2022-03-31,EPI2054575
9473,A/Texas/12834/2022,H3N2,2022-03-30,EPI2054567
9474,A/Texas/12833/2022,H3N2,2022-03-30,EPI2054559
9475,A/Texas/12832/2022,H3N2,2022-03-29,EPI2054551
9476,A/Texas/12831/2022,H3N2,2022-03-29,EPI2054543
9477,A/Texas/12830/2022,H3N2,2022-03-29,EPI2054535
9478,A/Texas/12829/2022,H3N2,2022-04-29,EPI2054529
9479,A/Texas/12828/2022,H3N2,2022-03-28,EPI2054522
9480,A/Texas/12827/2022,H3N2,2022-03-28,EPI2054517
9481,A/Texas/12826/2022,H3N2,2022-03-28,EPI2054512
9482,A/Texas/12825/2022,H3N2,2022-03-28,EPI2054504
9483,A/Texas/12824/2022,H3N2,2022-03-03,EPI2054496
9484,A/Texas/12823/2022,H3N2,2022-03-25,EPI2054488
9485,A/Texas/12822/2022,H3N2,2022-03-25,EPI2054480
9486,A/Texas/12821/2022,H3N2,2022-03-25,EPI2054476
9487,A/Texas/12820/2022,H3N2,2022-03-25,EPI2054469
9488,A/Texas/12819/2022,H3N2,2022-03-24,EPI2054461
9489,A/Texas/12818/2022,H3N2,2022-03-24,EPI2054453
9490,A/Texas/12817/2022,H3N2,2022-03-24,EPI2054446
9491,A/Texas/12816/2022,H3N2,2022-03-24,EPI2054438
9492,A/Texas/12815/2022,H3N2,2022-03-24,EPI2054430
9493,A/Texas/12814/2022,H3N2,2022-03-23,EPI2054422
9494,A/Texas/12813/2022,H3N2,2022-03-24,EPI2054414
9495,A/Texas/12812/2022,H3N2,2022-03-23,EPI2054406
9496,A/Texas/12811/2022,H3N2,2022-03-23,EPI2054398
9497,A/Texas/12810/2022,H3N2,2022-03-23,EPI2054393
9498,A/Texas/12809/2022,H3N2,2022-03-23,EPI2054385
9499,A/Oklahoma/12808/2022,H3N2,2022-03-21,EPI2054377
9500,A/North_Dakota/12807/2022,H3N2,2022-03-24,EPI2054369
9501,A/North_Carolina/12806/2022,H3N2,2022-03-30,EPI2054361
9502,A/North_Carolina/12805/2022,H3N2,2022-03-23,EPI2054360
9503,A/New_York/12804/2022,H3N2,2022-04-01,EPI2054353
9504,A/New_York/12803/2022,H3N2,2022-03-25,EPI2054345
9505,A/New_Jersey/12802/2022,H3N2,2022-03-21,EPI2054337
9506,A/Nebraska/12801/2022,H3N2,2022-04-04,EPI2054330
9507,A/Nebraska/12800/2022,H3N2,2022-04-01,EPI2054325
9508,A/Nebraska/12799/2022,H3N2,2022-04-01,EPI2054318
9509,A/Nebraska/12798/2022,H3N2,2022-03-29,EPI2054310
9510,A/Nebraska/12797/2022,H3N2,2022-03-28,EPI2054302
9511,A/Nebraska/12796/2022,H3N2,2022-03-29,EPI2054294
9512,A/Nebraska/12795/2022,H3N2,2022-03-29,EPI2054286
9513,A/Nebraska/12794/2022,H3N2,2022-03-23,EPI2054278
9514,A/Nebraska/12793/2022,H3N2,2022-03-21,EPI2054270
9515,A/Missouri/12792/2022,H3N2,2022-04-07,EPI2054262
9516,A/Missouri/12791/2022,H3N2,2022-04-06,EPI2054254
9517,A/Missouri/12790/2022,H3N2,2022-04-05,EPI2054246
9518,A/Missouri/12789/2022,H3N2,2022-04-04,EPI2054242
9519,A/Missouri/12788/2022,H3N2,2022-03-28,EPI2054234
9520,A/Maryland/12787/2022,H3N2,2022-04-07,EPI2054226
9521,A/Maryland/12786/2022,H3N2,2022-04-07,EPI2054218
9522,A/Maryland/12785/2022,H3N2,2022-04-07,EPI2054213
9523,A/Maryland/12784/2022,H3N2,2022-04-07,EPI2054206
9524,A/Maryland/12783/2022,H3N2,2022-04-06,EPI2054203
9525,A/Maryland/12782/2022,H3N2,2022-04-06,EPI2054195
9526,A/Maryland/12781/2022,H3N2,2022-04-06,EPI2054187
9527,A/Maryland/12780/2022,H3N2,2022-04-06,EPI2054179
9528,A/Maryland/12779/2022,H3N2,2022-04-05,EPI2054171
9529,A/Maryland/12778/2022,H3N2,2022-04-04,EPI2054163
9530,A/Maryland/12777/2022,H3N2,2022-04-04,EPI2054155
9531,A/Maryland/12776/2022,H3N2,2022-03-31,EPI2054147
9532,A/Maryland/12775/2022,H3N2,2022-03-30,EPI2054142
9533,A/Maryland/12774/2022,H3N2,2022-03-22,EPI2054135
9534,A/Maryland/12773/2022,H3N2,2022-03-23,EPI2054127
9535,A/Maryland/12772/2022,H3N2,2022-03-21,EPI2054119
9536,A/Maryland/12771/2022,H3N2,2022-03-21,EPI2054111
9537,A/Maryland/12770/2022,H3N2,2022-03-21,EPI2054103
9538,A/Maryland/12769/2022,H3N2,2022-03-21,EPI2054096
9539,A/Germany/12768/2022,H3N2,2022-04-01,EPI2054088
9540,A/Germany/12767/2022,H3N2,2022-03-30,EPI2054080
9541,A/Germany/12766/2022,H3N2,2022-03-29,EPI2054076
9542,A/Germany/12765/2022,H3N2,2022-03-29,EPI2054072
9543,A/Germany/12764/2022,H3N2,2022-03-24,EPI2054067
9544,A/Georgia/12763/2021,H3N2,2021-11-23,EPI2054059
9545,A/Florida/12762/2022,H3N2,2022-03-22,EPI2054051
9546,A/Florida/12761/2022,H3N2,2022-03-22,EPI2054043
9547,A/Delaware/12760/2022,H3N2,2022-04-01,EPI2054035
9548,A/Colorado/12759/2022,H3N2,2022-02-23,EPI2054027
9549,A/Colorado/12758/2022,H3N2,2022-03-16,EPI2054021
9550,A/Colorado/12757/2022,H3N2,2022-03-14,EPI2054013
9551,A/Colorado/12756/2022,H3N2,2022-03-14,EPI2054005
9552,A/California/12755/2022,H3N2,2022-04-01,EPI2053997
9553,A/Arizona/12754/2022,H3N2,2022-03-28,EPI2053989
9554,A/Arizona/12753/2022,H3N2,2022-03-24,EPI2053985
9555,A/Alaska/12752/2022,H3N2,2022-04-05,EPI2053977
9556,A/Alaska/12751/2022,H3N2,2022-04-05,EPI2053969
9557,A/Alaska/12750/2022,H3N2,2022-04-05,EPI2053961
9558,A/Netherlands/11599/2022,H3N2,2022-04-13,EPI2055568
9559,A/Netherlands/11598/2022,H3N2,2022-04-30,EPI2055561
9560,A/Netherlands/11597/2022,H3N2,2022-04-17,EPI2055555
9561,A/Netherlands/11596/2022,H3N2,2022-04-17,EPI2055547
9562,A/Netherlands/10231/2021,H3N2,2021-12-28,EPI2047161
9563,A/Netherlands/10230/2021,H3N2,2021-12-28,EPI2047159
9564,A/Netherlands/10215/2021,H3N2,2021-12-23,EPI2047157
9565,A/Netherlands/10213/2021,H3N2,2021-12-24,EPI2047155
9566,A/Netherlands/10210/2021,H3N2,2021-12-23,EPI2047153
9567,A/Netherlands/10208/2021,H3N2,2021-12-26,EPI2047150
9568,A/Netherlands/10206/2021,H3N2,2021-12-15,EPI2047148
9569,A/Netherlands/10205/2021,H3N2,2021-12-19,EPI2047146
9570,A/Netherlands/10204/2021,H3N2,2021-12-18,EPI2047144
9571,A/Netherlands/10203/2021,H3N2,2021-12-11,EPI2047142
9572,A/Netherlands/10202/2021,H3N2,2021-12-06,EPI2047140
9573,A/Netherlands/10197/2021,H3N2,2021-12-20,EPI2047138
9574,A/Netherlands/10195/2021,H3N2,2021-12-20,EPI2047136
9575,A/Netherlands/10194/2021,H3N2,2021-12-19,EPI2047133
9576,A/Netherlands/10193/2021,H3N2,2021-12-16,EPI2047131
9577,A/Netherlands/10184/2021,H3N2,2021-12-08,EPI2047129
9578,A/Netherlands/10182/2021,H3N2,2021-12-03,EPI2047127
9579,A/Netherlands/10180/2021,H3N2,2021-12-02,EPI2047125
9580,A/Netherlands/10154/2021,H3N2,2021-11-25,EPI2047123
9581,A/Netherlands/10151/2021,H3N2,2021-11-24,EPI2047120
9582,A/Netherlands/10150/2021,H3N2,2021-11-23,EPI2047118
9583,A/Netherlands/10148/2021,H3N2,2021-11-18,EPI2047115
9584,A/Netherlands/10147/2021,H3N2,2021-11-20,EPI2047113
9585,A/Netherlands/10145/2021,H3N2,2021-11-17,EPI2047111
9586,A/Netherlands/10144/2021,H3N2,2021-11-17,EPI2047108
9587,A/Netherlands/10140/2021,H3N2,2021-11-17,EPI2047106
9588,A/Netherlands/10138/2021,H3N2,2021-11-15,EPI2047104
9589,A/Netherlands/10137/2021,H3N2,2021-11-16,EPI2047102
9590,A/Netherlands/10132/2021,H3N2,2021-11-16,EPI2047099
9591,A/Netherlands/10131/2021,H3N2,2021-11-09,EPI2047096
9592,A/Netherlands/10130/2021,H3N2,2021-11-13,EPI2047094
9593,A/Netherlands/10129/2021,H3N2,2021-11-10,EPI2047092
9594,A/Netherlands/10128/2021,H3N2,2021-11-08,EPI2047090
9595,A/Netherlands/10122/2021,H3N2,2021-10-26,EPI2047088
9596,A/Netherlands/10121/2021,H3N2,2021-10-31,EPI2047086
9597,A/Netherlands/10119/2021,H3N2,2021-11-09,EPI2047083
9598,A/Netherlands/10115/2021,H3N2,2021-11-09,EPI2047081
9599,A/Netherlands/10114/2021,H3N2,2021-11-09,EPI2047079
9600,A/Netherlands/10109/2021,H3N2,2021-10-31,EPI2047077
9601,A/Netherlands/10108/2021,H3N2,2021-11-07,EPI2047075
9602,A/Netherlands/10067/2021,H3N2,2021-10-21,EPI2047073
9603,A/Netherlands/10066/2021,H3N2,2021-10-20,EPI2047070
9604,A/Netherlands/10065/2021,H3N2,2021-10-29,EPI2047068
9605,A/Netherlands/10063/2021,H3N2,2021-10-23,EPI2047066
9606,A/Netherlands/10062/2021,H3N2,2021-10-21,EPI2047064
9607,A/Netherlands/10059/2021,H3N2,2021-10-24,EPI2047062
9608,A/Netherlands/10057/2021,H3N2,2021-10-22,EPI2047059
9609,A/Netherlands/10046/2021,H3N2,2021-10-24,EPI2047057
9610,A/Porthcawl/2782/2022,H3N2,2022-05-01,EPI2052753
9611,A/Aberdare/6392/2022,H3N2,2022-05-01,EPI2052313
9612,A/Penarth/0829/2022,H3N2,2022-04-28,EPI2051905
9613,A/Cardiff/1770/2022,H3N2,2022-04-27,EPI2051746
9614,A/Caernarfon/9206/2022,H3N2,2022-04-27,EPI2051739
9615,A/Caernarfon/6434/2022,H3N2,2022-04-27,EPI2051731
9616,A/Caernarfon/6332/2022,H3N2,2022-04-27,EPI2050744
9617,A/Cardiff/5133/2022,H3N2,2022-04-27,EPI2050732
9618,A/Cwmbran/9564/2022,H3N2,2022-04-26,EPI2050538
9619,A/Merthyr_Tydfil/2157/2022,H3N2,2022-04-25,EPI2050429
9620,A/Rhymney/2157/2022,H3N2,2022-04-25,EPI2050423
9621,A/Lulea/3/2022,H3N2,2022-04-25,EPI2045752
9622,A/Lulea/2/2022,H3N2,2022-04-25,EPI2045745
9623,A/Halmstad/4/2022,H3N2,2022-04-11,EPI2045619
9624,A/Halmstad/3/2022,H3N2,2022-03-29,EPI2045563
9625,A/Stockholm/11/2022,H3N2,2022-03-30,EPI2045571
9626,A/Stockholm/23/2022,H3N2,2022-04-28,EPI2045739
9627,A/Stockholm/22/2022,H3N2,2022-04-20,EPI2045731
9628,A/Stockholm/21/2022,H3N2,2022-04-19,EPI2045723
9629,A/Stockholm/19/2022,H3N2,2022-04-06,EPI2045683
9630,A/Stockholm/18/2022,H3N2,2022-04-06,EPI2045675
9631,A/Stockholm/17/2022,H3N2,2022-04-01,EPI2045667
9632,A/Stockholm/14/2022,H3N2,2022-03-24,EPI2045643
9633,A/Stockholm/10/2022,H3N2,2022-03-21,EPI2045547
9634,A/Stockholm/9/2022,H3N2,2022-03-15,EPI2045531
9635,A/Lund/1/2022,H3N2,2022-04-12,EPI2053470
9636,A/Kalmar/3/2022,H3N2,2022-03-21,EPI2045539
9637,A/Linkoping/5/2022,H3N2,2022-04-19,EPI2045707
9638,A/Lisboa/274/2022,H3N2,2022-03-24,EPI2059141
9639,A/Lisboa/272/2022,H3N2,2022-03-24,EPI2059128
9640,A/Lisboa/271/2022,H3N2,2022-03-24,EPI2059120
9641,A/Lisboa/270/2022,H3N2,2022-03-24,EPI2059112
9642,A/Lisboa/269/2022,H3N2,2022-03-22,EPI2059104
9643,A/Lisboa/268/2022,H3N2,2022-03-22,EPI2059096
9644,A/Lisboa/267/2022,H3N2,2022-03-22,EPI2059090
9645,A/Lisboa/266/2022,H3N2,2022-03-14,EPI2059082
9646,A/Lisboa/265/2022,H3N2,2022-03-14,EPI2059074
9647,A/Lisboa/264/2022,H3N2,2022-03-14,EPI2059066
9648,A/Lisboa/263/2022,H3N2,2022-03-12,EPI2059058
9649,A/Lisboa/262/2022,H3N2,2022-03-12,EPI2059050
9650,A/Lisboa/261/2022,H3N2,2022-03-12,EPI2059042
9651,A/Lisboa/260/2022,H3N2,2022-03-11,EPI2059034
9652,A/Lisboa/259/2022,H3N2,2022-03-02,EPI2059026
9653,A/Lisboa/258/2022,H3N2,2022-03-24,EPI2059018
9654,A/Lisboa/257/2022,H3N2,2022-03-24,EPI2059010
9655,A/Lisboa/256/2022,H3N2,2022-02-23,EPI2059002
9656,A/Lisboa/255/2022,H3N2,2022-03-23,EPI2058994
9657,A/Lisboa/254/2022,H3N2,2022-03-23,EPI2058986
9658,A/Lisboa/253/2022,H3N2,2022-03-24,EPI2058978
9659,A/Lisboa/252/2022,H3N2,2022-03-24,EPI2058970
9660,A/Lisboa/251/2022,H3N2,2022-03-22,EPI2058962
9661,A/Lisboa/248/2022,H3N2,2022-03-25,EPI2058954
9662,A/Lisboa/247/2022,H3N2,2022-03-24,EPI2058946
9663,A/Lisboa/246/2022,H3N2,2022-03-24,EPI2058938
9664,A/Lisboa/245/2022,H3N2,2022-03-23,EPI2058930
9665,A/Lisboa/244/2022,H3N2,2022-03-28,EPI2058922
9666,A/Lisboa/243/2022,H3N2,2022-03-27,EPI2058914
9667,A/Lisboa/242/2022,H3N2,2022-03-27,EPI2058906
9668,A/Lisboa/241/2022,H3N2,2022-03-25,EPI2058898
9669,A/Lisboa/240/2022,H3N2,2022-03-24,EPI2058890
9670,A/Lisboa/235/2022,H3N2,2022-03-19,EPI2058882
9671,A/Lisboa/234/2022,H3N2,2022-03-20,EPI2058874
9672,A/Lisboa/233/2022,H3N2,2022-03-21,EPI2058866
9673,A/Lisboa/232/2022,H3N2,2022-03-21,EPI2058858
9674,A/Lisboa/231/2022,H3N2,2022-03-14,EPI2058850
9675,A/Lisboa/230/2022,H3N2,2022-03-14,EPI2058842
9676,A/Lisboa/229/2022,H3N2,2022-03-22,EPI2058834
9677,A/Lisboa/228/2022,H3N2,2022-03-22,EPI2058826
9678,A/Lisboa/227/2022,H3N2,2022-03-17,EPI2058819
9679,A/Lisboa/226/2022,H3N2,2022-03-15,EPI2058811
9680,A/Lisboa/225/2022,H3N2,2022-03-14,EPI2058803
9681,A/Lisboa/224/2022,H3N2,2022-03-10,EPI2058795
9682,A/Lisboa/223/2022,H3N2,2022-03-07,EPI2058787
9683,A/Lisboa/222/2022,H3N2,2022-03-22,EPI2058779
9684,A/Lisboa/221/2022,H3N2,2022-03-21,EPI2058771
9685,A/Lisboa/220/2022,H3N2,2022-03-22,EPI2058763
9686,A/Lisboa/219/2022,H3N2,2022-03-21,EPI2058755
9687,A/Lisboa/218/2022,H3N2,2022-03-22,EPI2058747
9688,A/Lisboa/217/2022,H3N2,2022-03-22,EPI2058739
9689,A/Lisboa/216/2022,H3N2,2022-03-22,EPI2058731
9690,A/Lisboa/215/2022,H3N2,2022-03-22,EPI2058723
9691,A/Lisboa/214/2022,H3N2,2022-03-14,EPI2058715
9692,A/Lisboa/213/2022,H3N2,2022-03-17,EPI2058707
9693,A/Lisboa/212/2022,H3N2,2022-03-16,EPI2058702
9694,A/Lisboa/211/2022,H3N2,2022-03-16,EPI2058694
9695,A/Lisboa/210/2022,H3N2,2022-03-18,EPI2058686
9696,A/Lisboa/209/2022,H3N2,2022-03-19,EPI2058678
9697,A/Lisboa/208/2022,H3N2,2022-03-14,EPI2058670
9698,A/Lisboa/207/2022,H3N2,2022-03-15,EPI2058662
9699,A/Lisboa/206/2022,H3N2,2022-03-16,EPI2058654
9700,A/Lisboa/205/2022,H3N2,2022-03-18,EPI2058648
9701,A/Lisboa/204/2022,H3N2,2022-03-17,EPI2058643
9702,A/Lisboa/203/2022,H3N2,2022-03-13,EPI2058635
9703,A/Lisboa/202/2022,H3N2,2022-03-09,EPI2058627
9704,A/Lisboa/201/2022,H3N2,2022-03-11,EPI2058619
9705,A/Lisboa/200/2022,H3N2,2022-03-09,EPI2058611
9706,A/Lisboa/199/2022,H3N2,2022-03-12,EPI2058603
9707,A/Lisboa/198/2022,H3N2,2022-03-04,EPI2058595
9708,A/Lisboa/186/2022,H3N2,2022-03-05,EPI2058587
9709,A/Lisboa/185/2022,H3N2,2022-03-09,EPI2058579
9710,A/Lisboa/184/2022,H3N2,2022-03-15,EPI2058571
9711,A/Lisboa/183/2022,H3N2,2022-03-15,EPI2058563
9712,A/Lisboa/182/2022,H3N2,2022-03-09,EPI2058555
9713,A/Lisboa/180/2022,H3N2,2022-03-15,EPI2058547
9714,A/Lisboa/179/2022,H3N2,2022-03-09,EPI2058539
9715,A/Lisboa/178/2022,H3N2,2022-03-09,EPI2058531
9716,A/Lisboa/177/2022,H3N2,2022-03-09,EPI2058523
9717,A/Lisboa/176/2022,H3N2,2022-03-07,EPI2058515
9718,A/Lisboa/175/2022,H3N2,2022-03-07,EPI2058507
9719,A/Lisboa/174/2022,H3N2,2022-03-07,EPI2058499
9720,A/Lisboa/173/2022,H3N2,2022-03-15,EPI2058491
9721,A/Lisboa/172/2022,H3N2,2022-03-13,EPI2058483
9722,A/Lisboa/170/2022,H3N2,2022-03-11,EPI2058470
9723,A/Lisboa/169/2022,H3N2,2022-03-11,EPI2058462
9724,A/Lisboa/168/2022,H3N2,2022-03-11,EPI2058454
9725,A/Lisboa/166/2022,H3N2,2022-03-10,EPI2058441
9726,A/Lisboa/165/2022,H3N2,2022-03-10,EPI2058433
9727,A/Lisboa/164/2022,H3N2,2022-03-10,EPI2058425
9728,A/Lisboa/163/2022,H3N2,2022-03-27,EPI2058417
9729,A/Lisboa/162/2022,H3N2,2022-03-21,EPI2058409
9730,A/Lisboa/161/2022,H3N2,2022-03-20,EPI2058401
9731,A/Lisboa/160/2022,H3N2,2022-03-15,EPI2058393
9732,A/Lisboa/159/2022,H3N2,2022-03-13,EPI2058385
9733,A/Lisboa/158/2022,H3N2,2022-03-14,EPI2058377
9734,A/Krasnodar_Krai/183-10V/2021,H3N2,2021-12-17,EPI2046108
9735,A/Samara/175-1V/2021,H3N2,2021-12-13,EPI2046099
9736,A/Sundsvall/2/2022,H3N2,2022-04-05,EPI2045603
9737,A/Eskilstuna/3/2022,H3N2,2022-05-01,EPI2045715
9738,A/Eskilstuna/2/2022,H3N2,2022-04-13,EPI2045635
9739,A/Eskilstuna/1/2022,H3N2,2022-04-16,EPI2045627
9740,A/Khakasia/199-17V/2022,H3N2,2022-01-06,EPI2046132
9741,A/Russia/210-121V/2022,H3N2,2022-01-22,EPI2046148
9742,A/Altai_Krai/197-19V/2021,H3N2,2021-12-24,EPI2046124
9743,A/Moscow-GIHSN/127/2021,H3N2,2021-12-09,EPI2055282
9744,A/Moscow-GIHSN/01/2022,H3N2,2022-01-14,EPI2055274
9745,A/Moscow-GIHSN/07/2022,H3N2,2022-01-07,EPI2055266
9746,A/Moscow-GIHSN/106/2021,H3N2,2021-12-23,EPI2055258
9747,A/Moscow-GIHSN/100/2021,H3N2,2021-12-23,EPI2055250
9748,A/Moscow-GIHSN/03/2022,H3N2,2022-01-18,EPI2055242
9749,A/Moscow_Oblast/200-290V/2022,H3N2,2022-01-10,EPI2046140
9750,A/Moscow_Oblast/184-232V/2021,H3N2,2021-12-13,EPI2046116
9751,A/Denmark/1489/2022,H3N2,2022-03-21,EPI2046038
9752,A/Denmark/1488/2022,H3N2,2022-03-21,EPI2046033
9753,A/Denmark/1485/2022,H3N2,2022-03-16,EPI2046028
9754,A/Denmark/1484/2022,H3N2,2022-03-23,EPI2046021
9755,A/Denmark/1481/2022,H3N2,2022-03-23,EPI2046016
9756,A/Denmark/1511/2022,H3N2,2022-03-17,EPI2046009
9757,A/Denmark/1510/2022,H3N2,2022-03-17,EPI2046005
