,name,subtype,collection_date,accession
17073,A/Galicia/21844653/2022,H3N2,2022-04-01,EPI2110025
17074,A/Galicia/21844427/2022,H3N2,2022-03-31,EPI2110017
17075,A/Galicia/21841430/2022,H3N2,2022-03-28,EPI2110009
17076,A/Galicia/21836364/2022,H3N2,2022-03-21,EPI2109993
17077,A/Galicia/21835267/2022,H3N2,2022-03-20,EPI2109985
17078,A/Galicia/21831726/2022,H3N2,2022-03-15,EPI2109977
17079,A/Galicia/21829223/2022,H3N2,2022-03-12,EPI2109969
17080,A/Galicia/21825651/2022,H3N2,2022-03-08,EPI2109961
17081,A/SouthAfrica/PET24968/2022,H3N2,2022-06-30,EPI2098111
17082,A/Human/California/LACPHL-INF00033/2022,H3N2,2022-05-04,EPI2107491
17083,A/Human/California/LACPHL-INF00032/2022,H3N2,2022-05-05,EPI2107483
17084,A/Human/California/LACPHL-INF00031/2022,H3N2,2022-05-06,EPI2107475
17085,A/Human/California/LACPHL-INF00030/2022,H3N2,2022-04-07,EPI2107467
17086,A/Human/California/LACPHL-INF00029/2022,H3N2,2022-04-09,EPI2107459
17087,A/Human/California/LACPHL-INF00028/2022,H3N2,2022-04-08,EPI2107451
17088,A/Human/California/LACPHL-INF00026/2022,H3N2,2022-04-26,EPI2107443
17089,A/Human/California/LACPHL-INF00025/2022,H3N2,2022-04-14,EPI2107435
17090,A/Human/California/LACPHL-INF00024/2022,H3N2,2022-04-15,EPI2107427
17091,A/Human/California/LACPHL-INF00023/2022,H3N2,2022-04-18,EPI2107419
17092,A/Human/California/LACPHL-INF00022/2022,H3N2,2022-04-18,EPI2107411
17093,A/Human/California/LACPHL-INF00021/2022,H3N2,2022-04-19,EPI2107403
17094,A/Human/California/LACPHL-INF00020/2022,H3N2,2022-04-22,EPI2107395
17095,A/Human/California/LACPHL-INF00019/2022,H3N2,2022-04-27,EPI2107387
17096,A/Human/California/LACPHL-INF00018/2022,H3N2,2022-04-06,EPI2107379
17097,A/Human/California/LACPHL-INF00017/2022,H3N2,2022-05-03,EPI2107371
17098,A/Human/California/LACPHL-INF00016/2022,H3N2,2022-05-03,EPI2107363
17099,A/Human/California/LACPHL-INF00015/2022,H3N2,2022-05-03,EPI2107355
17100,A/Human/California/LACPHL-INF00014/2022,H3N2,2022-05-04,EPI2107347
17101,A/Human/California/LACPHL-INF00013/2022,H3N2,2022-05-04,EPI2107339
17102,A/Human/California/LACPHL-INF00012/2022,H3N2,2022-05-11,EPI2107331
17103,A/Human/California/LACPHL-INF00011/2022,H3N2,2022-05-12,EPI2107323
17104,A/Human/California/LACPHL-INF00010/2022,H3N2,2022-05-09,EPI2107315
17105,A/Catalonia/NSVH198249447/2022,H3N2,2022-07-15,EPI2105517
17106,A/Catalonia/NSVH198249610/2022,H3N2,2022-07-19,EPI2105505
17107,A/Catalonia/NSVH198249730/2022,H3N2,2022-07-19,EPI2105491
17108,A/Malaysia/RP0643/2022,H3N2,2022-01-06,EPI2119044
17109,A/Malaysia/RP0616/2022,H3N2,2022-01-11,EPI2119036
17110,A/Malaysia/RP0630/2022,H3N2,2022-01-12,EPI2119028
17111,A/Malaysia/RP0681/2022,H3N2,2022-01-26,EPI2119020
17112,A/Malaysia/RP0678/2022,H3N2,2022-01-26,EPI2119012
17113,A/South_Africa/R05607/2022,H3N2,2022-05-16,EPI2118940
17114,A/South_Africa/R05713/2022,H3N2,2022-05-17,EPI2118932
17115,A/South_Africa/R03770/2022,H3N2,2022-03-23,EPI2118924
17116,A/South_Australia/44/2022,H3N2,2022-05-06,EPI2118956
17117,A/South_Australia/108/2022,H3N2,2022-05-27,EPI2118477
17118,A/New_Caledonia/21/2022,H3N2,2022-03-23,EPI2114484
17119,A/New_Caledonia/55/2022,H3N2,2022-04-04,EPI2114482
17120,A/New_Caledonia/30/2022,H3N2,2022-03-25,EPI2113616
17121,A/New_Caledonia/39/2022,H3N2,2022-03-27,EPI2113610
17122,A/New_Caledonia/43/2022,H3N2,2022-03-29,EPI2113604
17123,A/New_Caledonia/60/2022,H3N2,2022-04-06,EPI2113598
17124,A/New_Caledonia/29/2022,H3N2,2022-03-25,EPI2113592
17125,A/New_Caledonia/4/2022,H3N2,2022-03-18,EPI2113586
17126,A/New_Caledonia/32/2022,H3N2,2022-03-26,EPI2113580
17127,A/New_Caledonia/53/2022,H3N2,2022-04-02,EPI2113574
17128,A/New_Caledonia/18/2022,H3N2,2022-03-22,EPI2113568
17129,A/New_Caledonia/6/2022,H3N2,2022-03-19,EPI2113562
17130,A/New_Caledonia/17/2022,H3N2,2022-03-22,EPI2113556
17131,A/New_Caledonia/10/2022,H3N2,2022-03-21,EPI2113550
17132,A/New_Caledonia/34/2022,H3N2,2022-03-26,EPI2113544
17133,A/New_Caledonia/56/2022,H3N2,2022-04-04,EPI2113539
17134,A/New_Caledonia/3/2022,H3N2,2022-03-17,EPI2113536
17135,A/New_Caledonia/22/2022,H3N2,2022-03-23,EPI2113533
17136,A/New_Caledonia/35/2022,H3N2,2022-03-27,EPI2113530
17137,A/New_Caledonia/26/2022,H3N2,2022-03-24,EPI2113527
17138,A/New_Caledonia/49/2022,H3N2,2022-04-01,EPI2113524
17139,A/Austria/1512885/2022,H3N2,2022-04-27,EPI2122238
17140,A/Austria/1513777/2022,H3N2,2022-04-28,EPI2122214
17141,A/Austria/1513868/2022,H3N2,2022-05-01,EPI2122212
17142,A/Austria/1514532/2022,H3N2,2022-05-02,EPI2122210
17143,A/Austria/1502410/2022,H3N2,2022-03-21,EPI2122000
17144,A/Austria/1501955/2022,H3N2,2022-03-18,EPI2121990
17145,A/Austria/1499572/2022,H3N2,2022-03-10,EPI2121986
17146,A/Austria/1502449/2022,H3N2,2022-03-20,EPI2121956
17147,A/Austria/1491740/2022,H3N2,2022-02-11,EPI2121948
17148,A/Austria/1494246/2022,H3N2,2022-02-18,EPI2121946
17149,A/Austria/1496862/2022,H3N2,2022-03-02,EPI2121944
17150,A/Austria/1497981/2022,H3N2,2022-03-04,EPI2121942
17151,A/Austria/1504529/2022,H3N2,2022-03-28,EPI2121907
17152,A/Austria/1503342/2022,H3N2,2022-03-23,EPI2121901
17153,A/Austria/1503368/2022,H3N2,2022-03-23,EPI2121899
17154,A/Austria/1503824/2022,H3N2,2022-03-23,EPI2121897
17155,A/Austria/1503823/2022,H3N2,2022-03-24,EPI2121895
17156,A/Austria/1504127/2022,H3N2,2022-03-25,EPI2121891
17157,A/Austria/1504561/2022,H3N2,2022-03-28,EPI2121887
17158,A/Austria/1504562/2022,H3N2,2022-03-28,EPI2121885
17159,A/Austria/1503854/2022,H3N2,2022-03-24,EPI2121877
17160,A/Poland/76/2022,H3N2,2022-04-24,EPI2121919
17161,A/Poland/98/2022,H3N2,2022-05-09,EPI2115690
17162,A/Poland/97/2022,H3N2,2022-05-09,EPI2115688
17163,A/Poland/96/2022,H3N2,2022-05-08,EPI2115686
17164,A/Poland/78/2022,H3N2,2022-04-26,EPI2115684
17165,A/Poland/77/2022,H3N2,2022-04-26,EPI2115682
17166,A/Poland/75/2022,H3N2,2022-04-24,EPI2115680
17167,A/Poland/57/2022,H3N2,2022-04-04,EPI2115666
17168,A/Poland/58/2022,H3N2,2022-04-07,EPI2115662
17169,A/Poland/62/2022,H3N2,2022-04-11,EPI2115660
17170,A/Poland/68/2022,H3N2,2022-04-15,EPI2115656
17171,A/Poland/88/2022,H3N2,2022-03-21,EPI2115650
17172,A/Poland/99/2022,H3N2,2022-05-10,EPI2115648
17173,A/Poland/100/2022,H3N2,2022-05-13,EPI2115646
17174,A/Poland/101/2022,H3N2,2022-05-15,EPI2115644
17175,A/Poland/65/2022,H3N2,2022-04-14,EPI2115642
17176,A/Poland/61/2022,H3N2,2022-04-05,EPI2115618
17177,A/Perth/90/2022,H3N2,2022-06-07,EPI2119004
17178,A/Perth/51/2022,H3N2,2022-05-31,EPI2118996
17179,A/Perth/147/2022,H3N2,2022-06-09,EPI2118988
17180,A/Perth/124/2022,H3N2,2022-06-09,EPI2118916
17181,A/Perth/82/2022,H3N2,2022-06-06,EPI2118908
17182,A/Perth/119/2022,H3N2,2022-06-14,EPI2118589
17183,A/Perth/103/2022,H3N2,2022-06-14,EPI2118581
17184,A/Perth/95/2022,H3N2,2022-06-09,EPI2118573
17185,A/Perth/215/2022,H3N2,2022-06-09,EPI2118565
17186,A/Perth/39/2022,H3N2,2022-05-31,EPI2118557
17187,A/Perth/10/2022,H3N2,2022-05-16,EPI2118549
17188,A/Perth/212/2022,H3N2,2022-05-16,EPI2118541
17189,A/Perth/213/2022,H3N2,2022-04-20,EPI2118533
17190,A/Perth/59/2022,H3N2,2022-05-31,EPI2118461
17191,A/Victoria/772/2022,H3N2,2022-04-24,EPI2114474
17192,A/Victoria/760/2022,H3N2,2022-04-22,EPI2113945
17193,A/Victoria/88/2022,H3N2,2022-04-05,EPI2113698
17194,A/Victoria/82/2022,H3N2,2022-04-03,EPI2113686
17195,A/Victoria/878/2022,H3N2,2022-04-29,EPI2113571
17196,A/Victoria/855/2022,H3N2,2022-04-28,EPI2113565
17197,A/Victoria/844/2022,H3N2,2022-04-27,EPI2113559
17198,A/Victoria/789/2022,H3N2,2022-04-27,EPI2113553
17199,A/Victoria/758/2022,H3N2,2022-04-26,EPI2113547
17200,A/Victoria/783/2022,H3N2,2022-04-25,EPI2113541
17201,A/Uvs/61060/2022,H3N2,2022-04-26,EPI2121002
17202,A/Ulaanbaatar/62175/2022,H3N2,2022-05-05,EPI2120994
17203,A/Ulaanbaatar/60363/2022,H3N2,2022-04-22,EPI2120986
17204,A/Ulaanbaatar/60363/2022,H3N2,2022-04-22,EPI2120978
17205,A/Ulaanbaatar/57353/2022,H3N2,2022-04-06,EPI2120970
17206,A/Ulaanbaatar/57353/2022,H3N2,2022-04-06,EPI2120966
17207,A/Sukhbaatar/52637/2022,H3N2,2022-03-15,EPI2120958
17208,A/Selenge/217/2022,H3N2,2022-03-25,EPI2120950
17209,A/Orkhon/2187/2022,H3N2,2022-01-24,EPI2120942
17210,A/Khovd/60222/2022,H3N2,2022-04-18,EPI2120935
17211,A/Khovd/60222/2022,H3N2,2022-04-18,EPI2120931
17212,A/Dundgobi/62325/2022,H3N2,2022-05-04,EPI2120923
17213,A/Dundgobi/61039/2022,H3N2,2022-04-26,EPI2120915
17214,A/Dundgobi/61039/2022,H3N2,2022-04-26,EPI2120907
17215,A/Uvs/61060/2022,H3N2,2022-04-26,EPI2112092
17216,A/Ulaanbaatar/62175/2022,H3N2,2022-05-05,EPI2112084
17217,A/Selenge/217/2022,H3N2,2022-03-25,EPI2112076
17218,A/Dundgobi/62325/2022,H3N2,2022-05-04,EPI2112068
17219,A/Darwin/2058/2022,H3N2,2022-06-06,EPI2118948
17220,A/Darwin/422/2022,H3N2,2022-05-16,EPI2111754
17221,A/Sydney/444/2022,H3N2,2022-05-17,EPI2113929
17222,A/Sydney/439/2022,H3N2,2022-05-17,EPI2113913
17223,A/Sydney/405/2022,H3N2,2022-05-13,EPI2113865
17224,A/Sydney/243/2022,H3N2,2022-04-25,EPI2113577
17225,A/Canberra/155/2022,H3N2,2022-05-20,EPI2118972
17226,A/Canberra/132/2022,H3N2,2022-05-15,EPI2118438
17227,A/Canberra/138/2022,H3N2,2022-05-16,EPI2113991
17228,A/Canberra/96/2022,H3N2,2022-05-09,EPI2113977
17229,A/Canberra/97/2022,H3N2,2022-05-10,EPI2113961
17230,A/Canberra/70/2022,H3N2,2022-05-01,EPI2113673
17231,A/Estonia/169374/2022,H3N2,2022-04-19,EPI2122176
17232,A/Estonia/169390/2022,H3N2,2022-04-20,EPI2122174
17233,A/Estonia/KL4998/2022,H3N2,2022-04-20,EPI2122172
17234,A/Estonia/169384/2022,H3N2,2022-04-21,EPI2122170
17235,A/Estonia/169385/2022,H3N2,2022-04-21,EPI2122168
17236,A/Estonia/169386/2022,H3N2,2022-04-21,EPI2122166
17237,A/Estonia/169420/2022,H3N2,2022-04-21,EPI2122164
17238,A/Estonia/169421/2022,H3N2,2022-04-21,EPI2122162
17239,A/Estonia/169343/2022,H3N2,2022-04-18,EPI2122156
17240,A/Estonia/168577/2022,H3N2,2022-02-01,EPI2122136
17241,A/Estonia/KL4992/2022,H3N2,2022-04-18,EPI2122118
17242,A/Estonia/169344/2022,H3N2,2022-04-18,EPI2122114
17243,A/Estonia/KL4911/2022,H3N2,2022-04-13,EPI2122112
17244,A/Estonia/KL4914/2022,H3N2,2022-04-13,EPI2122110
17245,A/Estonia/KL4967/2022,H3N2,2022-04-14,EPI2122108
17246,A/Estonia/169303/2022,H3N2,2022-04-16,EPI2122106
17247,A/Estonia/169447/2022,H3N2,2022-04-16,EPI2122104
17248,A/Estonia/169301/2022,H3N2,2022-04-17,EPI2122102
17249,A/Sydney/59/2022,H3N2,2022-03-17,EPI2114480
17250,A/Slovenia/9726/2022,H3N2,2022-03-25,EPI2122142
17251,A/Slovenia/9558/2022,H3N2,2022-03-10,EPI2122002
17252,A/Slovenia/9626/2022,H3N2,2022-03-17,EPI2121998
17253,A/Slovenia/9579/2022,H3N2,2022-03-15,EPI2121996
17254,A/Slovenia/9599/2022,H3N2,2022-03-15,EPI2121994
17255,A/Slovenia/9560/2022,H3N2,2022-03-14,EPI2121992
17256,A/Slovenia/9665/2022,H3N2,2022-03-11,EPI2121988
17257,A/Slovenia/9448/2022,H3N2,2022-03-09,EPI2121984
17258,A/Slovenia/9449/2022,H3N2,2022-03-08,EPI2121982
17259,A/Slovenia/9450/2022,H3N2,2022-03-08,EPI2121980
17260,A/Slovenia/9454/2022,H3N2,2022-03-08,EPI2121978
17261,A/Slovenia/9456/2022,H3N2,2022-03-08,EPI2121976
17262,A/Slovenia/9528/2022,H3N2,2022-03-08,EPI2121974
17263,A/Slovenia/9562/2022,H3N2,2022-03-14,EPI2121972
17264,A/Slovenia/9623/2022,H3N2,2022-03-17,EPI2121970
17265,A/Slovenia/9668/2022,H3N2,2022-03-23,EPI2121968
17266,A/Slovenia/9706/2022,H3N2,2022-03-23,EPI2121966
17267,A/Slovenia/9707/2022,H3N2,2022-03-23,EPI2121964
17268,A/Slovenia/9641/2022,H3N2,2022-03-22,EPI2121962
17269,A/Slovenia/9670/2022,H3N2,2022-03-22,EPI2121960
17270,A/Slovenia/9633/2022,H3N2,2022-03-21,EPI2121958
17271,A/Slovenia/9614/2022,H3N2,2022-03-17,EPI2121954
17272,A/Slovenia/9624/2022,H3N2,2022-03-17,EPI2121950
17273,A/Slovenia/9644/2022,H3N2,2022-03-21,EPI2121940
17274,A/Slovenia/9362/2022,H3N2,2022-03-04,EPI2121937
17275,A/Slovenia/9659/2022,H3N2,2022-03-23,EPI2121931
17276,A/Slovenia/9737/2022,H3N2,2022-03-28,EPI2121807
17277,A/Slovenia/9739/2022,H3N2,2022-03-29,EPI2121793
17278,A/Slovenia/9736/2022,H3N2,2022-03-28,EPI2121789
17279,A/Slovenia/9726/2022,H3N2,2022-03-25,EPI2121785
17280,A/Slovenia/9728/2022,H3N2,2022-03-25,EPI2121783
17281,A/Slovenia/9671/2022,H3N2,2022-03-24,EPI2121781
17282,A/Slovenia/9675/2022,H3N2,2022-03-24,EPI2121779
17283,A/Slovenia/9676/2022,H3N2,2022-03-24,EPI2121777
17284,A/Slovenia/9705/2022,H3N2,2022-03-24,EPI2121775
17285,A/Slovenia/9740/2022,H3N2,2022-03-29,EPI2121773
17286,A/Slovenia/9708/2022,H3N2,2022-03-24,EPI2121769
17287,A/Belgium/G0112/2022,H3N2,2022-03-08,EPI2122260
17288,A/Belgium/S0484/2022,H3N2,2022-03-01,EPI2122258
17289,A/Belgium/S0460/2022,H3N2,2022-03-02,EPI2122256
17290,A/Belgium/S0516/2022,H3N2,2022-03-04,EPI2122254
17291,A/Belgium/S0503/2022,H3N2,2022-03-06,EPI2122252
17292,A/Belgium/S0504/2022,H3N2,2022-03-06,EPI2122250
17293,A/Belgium/S0781/2022,H3N2,2022-03-06,EPI2122248
17294,A/Belgium/G0091/2022,H3N2,2022-03-07,EPI2122246
17295,A/Belgium/G0096/2022,H3N2,2022-03-07,EPI2122244
17296,A/Belgium/G0149/2022,H3N2,2022-03-07,EPI2122242
17297,A/Belgium/G0090/2022,H3N2,2022-03-08,EPI2122240
17298,A/Belgium/G0097/2022,H3N2,2022-03-08,EPI2122236
17299,A/Belgium/S0431/2022,H3N2,2022-02-28,EPI2122234
17300,A/Belgium/S0628/2022,H3N2,2022-03-08,EPI2122232
17301,A/Belgium/G0100/2022,H3N2,2022-03-09,EPI2122230
17302,A/Belgium/G0113/2022,H3N2,2022-03-10,EPI2122228
17303,A/Belgium/S0625/2022,H3N2,2022-03-10,EPI2122226
17304,A/Belgium/S0643/2022,H3N2,2022-03-10,EPI2122224
17305,A/Belgium/S0857/2022,H3N2,2022-03-12,EPI2122222
17306,A/Belgium/S0616/2022,H3N2,2022-03-13,EPI2122220
17307,A/Belgium/G0093/2022,H3N2,2022-03-08,EPI2122218
17308,A/Belgium/S0377/2022,H3N2,2022-02-05,EPI2122216
17309,A/Belgium/G0084/2022,H3N2,2022-03-01,EPI2122202
17310,A/Belgium/S0457/2022,H3N2,2022-02-28,EPI2122198
17311,A/Belgium/S0329/2022,H3N2,2022-02-13,EPI2122196
17312,A/Belgium/G0073/2022,H3N2,2022-02-15,EPI2122194
17313,A/Belgium/G0075/2022,H3N2,2022-02-17,EPI2122192
17314,A/Belgium/S0446/2022,H3N2,2022-02-21,EPI2122190
17315,A/Belgium/G0079/2022,H3N2,2022-02-22,EPI2122188
17316,A/Belgium/S0473/2022,H3N2,2022-02-23,EPI2122186
17317,A/Belgium/G0081/2022,H3N2,2022-02-24,EPI2122184
17318,A/Belgium/G0120/2022,H3N2,2022-03-14,EPI2122182
17319,A/Belgium/S0849/2022,H3N2,2022-03-13,EPI2122160
17320,A/Belgium/S0884/2022,H3N2,2022-03-04,EPI2122140
17321,A/Belgium/S0496/2022,H3N2,2022-03-06,EPI2122134
17322,A/Belgium/G0121/2022,H3N2,2022-03-14,EPI2122132
17323,A/Belgium/G0128/2022,H3N2,2022-03-14,EPI2122130
17324,A/Belgium/S0612/2022,H3N2,2022-03-14,EPI2122128
17325,A/Belgium/S0637/2022,H3N2,2022-03-14,EPI2122126
17326,A/Belgium/S0874/2022,H3N2,2022-03-14,EPI2122124
17327,A/Belgium/G0115/2022,H3N2,2022-03-15,EPI2122122
17328,A/Belgium/G0144/2022,H3N2,2022-03-15,EPI2122120
17329,A/Belgium/G0127/2022,H3N2,2022-03-17,EPI2122116
17330,A/Spain/1105/2022,H3N2,2022-05-04,EPI2121935
17331,A/Spain/1126/2022,H3N2,2022-05-04,EPI2121933
17332,A/Spain/1108/2022,H3N2,2022-05-05,EPI2121929
17333,A/Spain/1099/2022,H3N2,2022-05-04,EPI2121925
17334,A/Spain/1098/2022,H3N2,2022-05-04,EPI2121921
17335,A/Spain/1109/2022,H3N2,2022-05-05,EPI2121909
17336,A/Spain/1100/2022,H3N2,2022-05-04,EPI2121893
17337,A/Spain/1097/2022,H3N2,2022-05-03,EPI2121883
17338,A/Spain/1127/2022,H3N2,2022-05-03,EPI2121881
17339,A/Spain/1091/2022,H3N2,2022-05-04,EPI2121879
17340,A/Dakar/21/2022,H3N2,2022-06-09,EPI2115835
17341,A/Dakar/14/2022,H3N2,2022-06-08,EPI2115833
17342,A/Dakar/08/2022,H3N2,2022-05-27,EPI2115831
17343,A/Dakar/06/2022,H3N2,2022-05-23,EPI2115829
17344,A/Dakar/15/2022,H3N2,2022-05-17,EPI2115827
17345,A/Dakar/23/2022,H3N2,2022-05-10,EPI2115825
17346,A/Dakar/05/2022,H3N2,2022-05-09,EPI2115823
17347,A/Dakar/02/2022,H3N2,2022-01-19,EPI2115821
17348,A/Dakar/24/2022,H3N2,2022-06-13,EPI2115815
17349,A/Dakar/25/2022,H3N2,2022-06-10,EPI2115778
17350,A/Dakar/20/2022,H3N2,2022-06-11,EPI2115774
17351,A/Dakar/22/2022,H3N2,2022-06-16,EPI2115761
17352,A/Dakar/12/2022,H3N2,2022-06-03,EPI2115713
17353,A/Milano/112/2022,H3N2,2022-05-03,EPI2115837
17354,A/FVG-Trieste/28/2022,H3N2,2022-03-01,EPI2115819
17355,A/Bolzano/24/2022,H3N2,2022-04-29,EPI2115813
17356,A/FVG-Trieste/385/2022,H3N2,2022-04-22,EPI2115811
17357,A/FVG-Trieste/381/2022,H3N2,2022-04-22,EPI2115809
17358,A/FVG-Trieste/366/2022,H3N2,2022-04-14,EPI2115807
17359,A/Bolzano/21/2022,H3N2,2022-04-13,EPI2115805
17360,A/Perugia/23/2022,H3N2,2022-04-12,EPI2115803
17361,A/Sassari/9/2022,H3N2,2022-04-08,EPI2115801
17362,A/Sassari/7/2022,H3N2,2022-04-01,EPI2115799
17363,A/Bolzano/4/2022,H3N2,2022-03-04,EPI2115793
17364,A/Perugia/26/2022,H3N2,2022-04-17,EPI2115791
17365,A/Perugia/35/2022,H3N2,2022-04-24,EPI2115787
17366,A/FVG-Trieste/391/2022,H3N2,2022-04-28,EPI2115785
17367,A/Milano/32/2022,H3N2,2022-03-16,EPI2115759
17368,A/Sassari/4/2022,H3N2,2022-03-29,EPI2115737
17369,A/Milano/60/2022,H3N2,2022-03-23,EPI2115711
17370,A/Milano/37/2022,H3N2,2022-03-14,EPI2115709
17371,A/Milano/30/2022,H3N2,2022-03-14,EPI2115707
17372,A/Bolzano/16/2022,H3N2,2022-03-14,EPI2115705
17373,A/Parma/51/2022,H3N2,2022-03-08,EPI2115703
17374,A/FVG-Trieste/16/2022,H3N2,2022-02-17,EPI2115701
17375,A/FVG-Trieste/13/2022,H3N2,2022-02-15,EPI2115699
17376,A/Parma/2/2022,H3N2,2022-02-02,EPI2115697
17377,A/Sassari/2/2022,H3N2,2022-03-16,EPI2115677
17378,A/FVG-Trieste/05/2022,H3N2,2022-01-25,EPI2115675
17379,A/Bolzano/3/2022,H3N2,2022-02-24,EPI2115668
17380,A/Bolzano/22/2022,H3N2,2022-04-22,EPI2115664
17381,A/Parma/5/2022,H3N2,2022-02-21,EPI2115616
17382,A/Romania/515280/2022,H3N2,2022-04-15,EPI2115795
17383,A/Romania/516041/2022,H3N2,2022-04-19,EPI2115789
17384,A/Romania/516033/2022,H3N2,2022-04-07,EPI2115783
17385,A/Romania/515331/2022,H3N2,2022-04-13,EPI2115781
17386,A/Romania/515274/2022,H3N2,2022-04-15,EPI2115776
17387,A/Romania/515290/2022,H3N2,2022-04-15,EPI2115772
17388,A/Romania/516030/2022,H3N2,2022-04-15,EPI2115770
17389,A/Romania/516032/2022,H3N2,2022-04-19,EPI2115765
17390,A/Romania/516036/2022,H3N2,2022-04-19,EPI2115763
17391,A/Romania/515116/2022,H3N2,2022-04-14,EPI2115757
17392,A/Romania/516540/2022,H3N2,2022-04-26,EPI2115755
17393,A/Romania/521422/2022,H3N2,2022-06-18,EPI2115751
17394,A/Romania/521767/2022,H3N2,2022-06-16,EPI2115749
17395,A/Romania/518142/2022,H3N2,2022-05-09,EPI2115747
17396,A/Romania/517370/2022,H3N2,2022-05-03,EPI2115745
17397,A/Romania/516962/2022,H3N2,2022-05-01,EPI2115743
17398,A/Romania/516961/2022,H3N2,2022-05-01,EPI2115741
17399,A/Romania/516980/2022,H3N2,2022-04-30,EPI2115739
17400,A/Romania/518135/2022,H3N2,2022-04-27,EPI2115735
17401,A/Romania/516460/2022,H3N2,2022-04-25,EPI2115731
17402,A/Romania/516376/2022,H3N2,2022-04-25,EPI2115729
17403,A/Romania/516374/2022,H3N2,2022-04-25,EPI2115727
17404,A/Romania/516351/2022,H3N2,2022-04-24,EPI2115725
17405,A/Romania/516348/2022,H3N2,2022-04-24,EPI2115723
17406,A/Romania/518147/2022,H3N2,2022-04-21,EPI2115721
17407,A/Romania/518145/2022,H3N2,2022-04-21,EPI2115719
17408,A/Romania/516042/2022,H3N2,2022-04-19,EPI2115717
17409,A/Romania/516884/2022,H3N2,2022-04-29,EPI2115715
17410,A/Timor-Leste/155/2022,H3N2,2022-03-29,EPI2114478
17411,A/Timor-Leste/109/2022,H3N2,2022-03-08,EPI2113794
17412,A/Timor-Leste/96/2022,H3N2,2022-03-14,EPI2113789
17413,A/Timor-Leste/75/2022,H3N2,2022-03-01,EPI2113780
17414,A/Timor-Leste/74/2022,H3N2,2022-03-15,EPI2113774
17415,A/Timor-Leste/64/2022,H3N2,2022-02-22,EPI2113766
17416,A/Timor-Leste/58/2022,H3N2,2022-02-22,EPI2113758
17417,A/Timor-Leste/47/2022,H3N2,2022-01-26,EPI2113751
17418,A/Timor-Leste/46/2022,H3N2,2022-02-02,EPI2113743
17419,A/Timor-Leste/22/2022,H3N2,2022-02-04,EPI2113737
17420,A/Timor-Leste/20/2022,H3N2,2022-02-03,EPI2113728
17421,A/Timor-Leste/121/2022,H3N2,2022-02-21,EPI2113661
17422,A/Timor-Leste/117/2022,H3N2,2022-03-15,EPI2113655
17423,A/Timor-Leste/115/2022,H3N2,2022-03-21,EPI2113649
17424,A/Timor-Leste/112/2022,H3N2,2022-02-22,EPI2113643
17425,A/Timor-Leste/98/2022,H3N2,2022-03-07,EPI2113637
17426,A/Timor-Leste/89/2022,H3N2,2022-03-11,EPI2113631
17427,A/Timor-Leste/71/2022,H3N2,2022-03-15,EPI2113625
17428,A/Timor-Leste/66/2022,H3N2,2022-03-14,EPI2113619
17429,A/Timor-Leste/60/2022,H3N2,2022-02-23,EPI2113613
17430,A/Timor-Leste/44/2022,H3N2,2022-01-26,EPI2113607
17431,A/Timor-Leste/35/2022,H3N2,2022-02-04,EPI2113601
17432,A/Timor-Leste/14/2022,H3N2,2022-02-04,EPI2113595
17433,A/Timor-Leste/161/2022,H3N2,2022-03-29,EPI2113521
17434,A/Timor-Leste/154/2022,H3N2,2022-03-31,EPI2113518
17435,A/Timor-Leste/147/2022,H3N2,2022-03-23,EPI2113515
17436,A/Timor-Leste/145/2022,H3N2,2022-03-28,EPI2113512
17437,A/Timor-Leste/136/2022,H3N2,2022-03-14,EPI2113509
17438,A/Timor-Leste/129/2022,H3N2,2022-03-22,EPI2113506
17439,A/Timor-Leste/128/2022,H3N2,2022-03-22,EPI2113503
17440,A/Timor-Leste/124/2022,H3N2,2022-03-24,EPI2113500
17441,A/Timor-Leste/122/2022,H3N2,2022-02-28,EPI2113497
17442,A/Timor-Leste/110/2022,H3N2,2022-03-03,EPI2113494
17443,A/Tasmania/153/2022,H3N2,2022-06-16,EPI2118501
17444,A/Tasmania/125/2022,H3N2,2022-06-14,EPI2118493
17445,A/Tasmania/124/2022,H3N2,2022-06-13,EPI2118485
17446,A/Tasmania/135/2022,H3N2,2022-06-09,EPI2118454
17447,A/Tasmania/26/2022,H3N2,2022-05-19,EPI2118446
17448,A/Ukraine/358/2022,H3N2,2022-01-26,EPI2122090
17449,A/Ukraine/350/2022,H3N2,2022-01-28,EPI2122088
17450,A/Ukraine/406/2022,H3N2,2022-04-18,EPI2121850
17451,A/Ukraine/405/2022,H3N2,2022-04-18,EPI2121848
17452,A/Ukraine/372/2022,H3N2,2022-03-15,EPI2121846
17453,A/Ukraine/368/2022,H3N2,2022-03-11,EPI2121844
17454,A/Ukraine/360/2022,H3N2,2022-01-26,EPI2121822
17455,A/Ukraine/371/2022,H3N2,2022-02-22,EPI2121805
17456,A/Ukraine/348/2022,H3N2,2022-01-24,EPI2121767
17457,A/Ukraine/352/2022,H3N2,2022-01-23,EPI2121765
17458,A/Ukraine/354/2021,H3N2,2021-12-22,EPI2121762
17459,A/Brisbane/158/2022,H3N2,2022-06-30,EPI2118525
17460,A/Brisbane/92/2022,H3N2,2022-05-29,EPI2118517
17461,A/Brisbane/84/2022,H3N2,2022-05-27,EPI2118509
