,name,subtype,collection_date,accession
47321,A/Hawaii/25/2020,H1N1,2020-03-13,EPI1734792
47322,A/Hawaii/24/2020,H1N1,2020-03-11,EPI1734784
47323,A/Hawaii/23/2020,H1N1,2020-03-04,EPI1725555
47324,A/Hawaii/22/2020,H1N1,2020-03-04,EPI1725547
47325,A/Hawaii/15/2020,H1N1,2020-02-19,EPI1719667
47326,A/Hawaii/17/2020,H1N1,2020-02-20,EPI1719659
47327,A/Hawaii/11/2020,H1N1,2020-01-31,EPI1717216
47328,A/Hawaii/10/2020,H1N1,2020-01-31,EPI1717208
47329,A/Hawaii/02/2020,H1N1,2020-01-07,EPI1714599
47330,A/Hawaii/87/2019,H1N1,2019-12-31,EPI1714591
47331,A/Hawaii/14/2020,H1N1,2020-02-10,EPI1714356
47332,A/Hawaii/12/2020,H1N1,2020-02-05,EPI1714348
47333,A/Arizona/16/2020,H1N1,2020-03-25,EPI1734776
47334,A/Arizona/14/2020,H1N1,2020-03-12,EPI1725571
47335,A/Arizona/15/2020,H1N1,2020-03-20,EPI1725563
47336,A/Arizona/09/2020,H1N1,2020-02-11,EPI1719683
47337,A/Arizona/12/2020,H1N1,2020-02-24,EPI1719675
47338,A/Arizona/06/2020,H1N1,2020-02-17,EPI1714623
47339,A/Arizona/07/2020,H1N1,2020-02-17,EPI1714308
47340,A/Arizona/05/2020,H1N1,2020-02-17,EPI1714294
47341,A/South_Dakota/14/2020,H1N1,2020-03-12,EPI1725587
47342,A/South_Dakota/13/2020,H1N1,2020-03-11,EPI1725579
47343,A/South_Dakota/11/2020,H1N1,2020-02-27,EPI1717628
47344,A/South_Dakota/10/2020,H1N1,2020-02-24,EPI1717620
47345,A/South_Dakota/06/2020,H1N1,2020-02-03,EPI1714263
47346,A/Rhode_Island/15/2020,H1N1,2020-02-11,EPI1714255
47347,A/Rhode_Island/14/2020,H1N1,2020-02-03,EPI1714247
47348,A/Nevada/16/2020,H1N1,2020-02-24,EPI1717942
47349,A/Nevada/17/2020,H1N1,2020-02-27,EPI1717934
47350,A/Nevada/03/2020,H1N1,2020-01-03,EPI1714583
47351,A/Nevada/13/2020,H1N1,2020-02-10,EPI1714340
47352,A/Nevada/12/2020,H1N1,2020-02-07,EPI1714332
47353,A/California/54/2020,H1N1,2020-03-16,EPI1734848
47354,A/California/53/2020,H1N1,2020-03-12,EPI1734840
47355,A/California/51/2020,H1N1,2020-02-18,EPI1734768
47356,A/California/48/2020,H1N1,2020-03-02,EPI1725611
47357,A/California/47/2020,H1N1,2020-03-01,EPI1725603
47358,A/California/46/2020,H1N1,2020-03-01,EPI1725595
47359,A/California/44/2020,H1N1,2020-03-03,EPI1723710
47360,A/California/45/2020,H1N1,2020-03-03,EPI1723702
47361,A/California/43/2020,H1N1,2020-02-23,EPI1719755
47362,A/California/42/2020,H1N1,2020-02-22,EPI1719747
47363,A/California/41/2020,H1N1,2020-02-21,EPI1719739
47364,A/California/39/2020,H1N1,2020-02-18,EPI1717870
47365,A/California/38/2020,H1N1,2020-02-11,EPI1717862
47366,A/California/36/2020,H1N1,2020-02-06,EPI1717854
47367,A/California/35/2020,H1N1,2020-02-06,EPI1717846
47368,A/California/40/2020,H1N1,2020-02-19,EPI1717838
47369,A/California/26/2020,H1N1,2020-01-30,EPI1717548
47370,A/California/27/2020,H1N1,2020-02-01,EPI1717405
47371,A/California/28/2020,H1N1,2020-01-16,EPI1714560
47372,A/California/32/2020,H1N1,2020-02-05,EPI1714553
47373,A/California/34/2020,H1N1,2020-02-19,EPI1714459
47374,A/California/30/2020,H1N1,2020-02-04,EPI1714436
47375,A/California/29/2020,H1N1,2020-02-03,EPI1714428
47376,A/Virginia/07/2020,H1N1,2020-02-24,EPI1723975
47377,A/Virginia/06/2020,H1N1,2020-02-10,EPI1723967
47378,A/Texas/31/2020,H1N1,2020-02-03,EPI1714324
47379,A/Texas/33/2020,H1N1,2020-02-11,EPI1714316
47380,A/Washington/25/2020,H1N1,2020-02-26,EPI1734760
47381,A/Washington/26/2020,H1N1,2020-03-02,EPI1734752
47382,A/Washington/23/2020,H1N1,2020-02-28,EPI1723726
47383,A/Washington/21/2020,H1N1,2020-02-23,EPI1723718
47384,A/Washington/18/2020,H1N1,2020-02-10,EPI1717926
47385,A/Washington/19/2020,H1N1,2020-02-25,EPI1717918
47386,A/Washington/16/2020,H1N1,2020-01-30,EPI1717254
47387,A/Washington/14/2020,H1N1,2020-01-13,EPI1717246
47388,A/Delaware/55/2019,H1N1,2019-12-11,EPI1726492
47389,A/Delaware/55/2019,H1N1,2019-12-11,EPI1715151
47390,A/Delaware/14/2020,H1N1,2020-02-18,EPI1714630
47391,A/Delaware/11/2020,H1N1,2020-02-01,EPI1714300
47392,A/West_Virginia/08/2020,H1N1,2020-02-24,EPI1723945
47393,A/West_Virginia/09/2020,H1N1,2020-02-26,EPI1723937
47394,A/West_Virginia/03/2020,H1N1,2020-02-07,EPI1717238
47395,A/West_Virginia/06/2020,H1N1,2020-02-17,EPI1714270
47396,A/Minnesota/18/2020,H1N1,2020-03-03,EPI1725627
47397,A/Minnesota/17/2020,H1N1,2020-03-03,EPI1725619
47398,A/Minnesota/15/2020,H1N1,2020-02-23,EPI1723983
47399,A/Minnesota/14/2020,H1N1,2020-02-21,EPI1723804
47400,A/Minnesota/11/2020,H1N1,2020-02-12,EPI1717429
47401,A/Minnesota/10/2020,H1N1,2020-02-12,EPI1717421
47402,A/Montana/16/2020,H1N1,2020-03-16,EPI1734816
47403,A/Montana/14/2020,H1N1,2020-03-08,EPI1725690
47404,A/Montana/15/2020,H1N1,2020-03-16,EPI1725682
47405,A/Montana/13/2020,H1N1,2020-03-08,EPI1719771
47406,A/Montana/12/2020,H1N1,2020-02-27,EPI1719763
47407,A/Montana/11/2020,H1N1,2020-02-18,EPI1714537
47408,A/Montana/10/2020,H1N1,2020-02-13,EPI1714412
47409,A/UTSUNOMIYA/209/2020,H1N1,2020-01-29,EPI1711319
47410,A/Thuringen/17/2020,H1N1,2020-02-01,EPI1727859
47411,A/Sachsen/3/2020,H1N1,2020-01-14,EPI1727847
47412,A/Rheinland-Pfalz/12/2020,H1N1,2020-01-30,EPI1727845
47413,A/Mecklenburg-Vorpommern/3/2020,H1N1,2020-02-11,EPI1727823
47414,A/Hessen/2/2020,H1N1,2020-01-13,EPI1727763
47415,A/Bremen/5/2020,H1N1,2020-02-04,EPI1727759
47416,A/Berlin/28/2020,H1N1,2020-02-01,EPI1727757
47417,A/Baden-Wurttemberg/73/2020,H1N1,2020-02-11,EPI1727743
47418,A/Baden-Wurttemberg/11/2020,H1N1,2020-01-20,EPI1727739
47419,A/Thuringen/125/2019,H1N1,2019-12-27,EPI1716478
47420,A/Schleswig-Holstein/6/2019,H1N1,2019-11-28,EPI1716474
47421,A/Sachsen/151/2019,H1N1,2019-12-11,EPI1716472
47422,A/Mecklenburg-Vorpommern/13/2019,H1N1,2019-12-23,EPI1716418
47423,A/Hessen/73/2019,H1N1,2019-12-17,EPI1716345
47424,A/Brandenburg/29/2019,H1N1,2019-12-11,EPI1716189
47425,A/Berlin/59/2019,H1N1,2019-11-29,EPI1716185
47426,A/Montenegro/174/2020,H1N1,2020-01-03,EPI1716426
47427,A/Texas/41/2020,H1N1,2020-03-03,EPI1723836
47428,A/Texas/35/2020,H1N1,2020-02-19,EPI1714499
47429,A/Texas/34/2020,H1N1,2020-02-17,EPI1714491
47430,A/Malaysia/UM011/2019,H1N1,2019-08-22,EPI1721659
47431,A/Malaysia/UM013/2019,H1N1,2019-09-10,EPI1718513
47432,A/Wyoming/11696/2020,H1N1,2020-01-24,EPI1730595
47433,A/Washington/11695/2020,H1N1,2020-01-30,EPI1730589
47434,A/Washington/11694/2020,H1N1,2020-01-29,EPI1730583
47435,A/Washington/11693/2020,H1N1,2020-01-23,EPI1730576
47436,A/Washington/11692/2020,H1N1,2020-01-22,EPI1730569
47437,A/Washington/11691/2020,H1N1,2020-01-23,EPI1730563
47438,A/Washington/11690/2020,H1N1,2020-01-22,EPI1730555
47439,A/Washington/11689/2020,H1N1,2020-01-30,EPI1730547
47440,A/Washington/11688/2020,H1N1,2020-01-22,EPI1730539
47441,A/Washington/11687/2020,H1N1,2020-01-21,EPI1730531
47442,A/Virginia/11686/2020,H1N1,2020-01-30,EPI1730523
47443,A/Virginia/11684/2020,H1N1,2020-02-05,EPI1730508
47444,A/Virginia/11683/2020,H1N1,2020-01-30,EPI1730500
47445,A/Virginia/11682/2020,H1N1,2020-02-03,EPI1730492
47446,A/Virginia/11681/2020,H1N1,2020-01-30,EPI1730484
47447,A/Virginia/11680/2020,H1N1,2020-01-29,EPI1730477
47448,A/Virginia/11679/2020,H1N1,2020-01-29,EPI1730470
47449,A/Virginia/11678/2020,H1N1,2020-01-27,EPI1730462
47450,A/Virginia/11677/2020,H1N1,2020-01-21,EPI1730454
47451,A/Utah/11676/2020,H1N1,2020-02-03,EPI1730448
47452,A/Utah/11675/2020,H1N1,2020-01-30,EPI1730440
47453,A/Utah/11674/2020,H1N1,2020-01-27,EPI1730432
47454,A/Utah/11673/2020,H1N1,2020-01-23,EPI1730424
47455,A/Turkey/11672/2020,H1N1,2020-01-17,EPI1730416
47456,A/Texas/11671/2020,H1N1,2020-01-29,EPI1730408
47457,A/Texas/11670/2020,H1N1,2020-01-30,EPI1730402
47458,A/Texas/11669/2020,H1N1,2020-02-03,EPI1730395
47459,A/Texas/11666/2019,H1N1,2019-12-02,EPI1730373
47460,A/Texas/11665/2020,H1N1,2020-01-28,EPI1730367
47461,A/Texas/11664/2020,H1N1,2020-01-27,EPI1730360
47462,A/Texas/11663/2020,H1N1,2020-01-24,EPI1730354
47463,A/Texas/11662/2020,H1N1,2020-01-22,EPI1730346
47464,A/Texas/11661/2020,H1N1,2020-01-20,EPI1730340
47465,A/Texas/11659/2020,H1N1,2020-01-21,EPI1730325
47466,A/Texas/11658/2020,H1N1,2020-01-28,EPI1730318
47467,A/Texas/11657/2020,H1N1,2020-01-22,EPI1730313
47468,A/Texas/11656/2020,H1N1,2020-01-22,EPI1730305
47469,A/Texas/11655/2020,H1N1,2020-01-23,EPI1730297
47470,A/Spain/11654/2020,H1N1,2020-01-21,EPI1730289
47471,A/Spain/11653/2020,H1N1,2020-01-16,EPI1730282
47472,A/Spain/11652/2020,H1N1,2020-01-16,EPI1730275
47473,A/Spain/11651/2020,H1N1,2020-01-14,EPI1730267
47474,A/Spain/11650/2020,H1N1,2020-01-14,EPI1730260
47475,A/Spain/11648/2020,H1N1,2020-01-14,EPI1730245
47476,A/Spain/11647/2020,H1N1,2020-01-13,EPI1730238
47477,A/Spain/11645/2020,H1N1,2020-01-12,EPI1730223
47478,A/Spain/11644/2020,H1N1,2020-01-11,EPI1730215
47479,A/Spain/11643/2020,H1N1,2020-01-09,EPI1730207
47480,A/Spain/11641/2020,H1N1,2020-01-08,EPI1730191
47481,A/South_Korea/11640/2020,H1N1,2020-01-31,EPI1730183
47482,A/South_Dakota/11635/2020,H1N1,2020-01-27,EPI1730148
47483,A/South_Dakota/11634/2020,H1N1,2020-01-23,EPI1730141
47484,A/South_Carolina/11633/2020,H1N1,2020-01-31,EPI1730133
47485,A/South_Carolina/11632/2020,H1N1,2020-01-31,EPI1730126
47486,A/South_Carolina/11630/2020,H1N1,2020-01-23,EPI1730110
47487,A/South_Carolina/11629/2020,H1N1,2020-01-29,EPI1730102
47488,A/South_Carolina/11628/2020,H1N1,2020-01-29,EPI1730094
47489,A/South_Carolina/11627/2020,H1N1,2020-01-28,EPI1730086
47490,A/South_Carolina/11626/2020,H1N1,2020-01-27,EPI1730078
47491,A/South_Carolina/11625/2020,H1N1,2020-01-27,EPI1730070
47492,A/South_Carolina/11624/2020,H1N1,2020-01-23,EPI1730063
47493,A/South_Carolina/11623/2020,H1N1,2020-01-22,EPI1730055
47494,A/South_Carolina/11622/2020,H1N1,2020-01-23,EPI1730048
47495,A/Rhode_Island/11621/2020,H1N1,2020-01-23,EPI1730040
47496,A/Rhode_Island/11620/2020,H1N1,2020-01-21,EPI1730032
47497,A/Oklahoma/11619/2020,H1N1,2020-01-30,EPI1730025
47498,A/Oklahoma/11618/2020,H1N1,2020-01-30,EPI1730018
47499,A/Oklahoma/11617/2020,H1N1,2020-02-03,EPI1730010
47500,A/Oklahoma/11616/2020,H1N1,2020-01-30,EPI1730003
47501,A/Oklahoma/11615/2020,H1N1,2020-01-28,EPI1729995
47502,A/Oklahoma/11614/2020,H1N1,2020-01-27,EPI1729987
47503,A/Oklahoma/11613/2020,H1N1,2020-01-27,EPI1729981
47504,A/Oklahoma/11612/2020,H1N1,2020-01-27,EPI1729975
47505,A/Oklahoma/11611/2020,H1N1,2020-01-22,EPI1729968
47506,A/Ohio/11610/2020,H1N1,2020-02-05,EPI1729960
47507,A/Ohio/11609/2020,H1N1,2020-01-29,EPI1729952
47508,A/Ohio/11608/2020,H1N1,2020-01-28,EPI1729946
47509,A/Ohio/11607/2020,H1N1,2020-01-28,EPI1729938
47510,A/Ohio/11606/2020,H1N1,2020-01-27,EPI1729930
47511,A/North_Carolina/11605/2020,H1N1,2020-01-31,EPI1729922
47512,A/North_Carolina/11604/2020,H1N1,2020-01-30,EPI1729914
47513,A/North_Carolina/11603/2020,H1N1,2020-01-28,EPI1729906
47514,A/North_Carolina/11602/2020,H1N1,2020-01-28,EPI1729898
47515,A/North_Carolina/11601/2020,H1N1,2020-01-27,EPI1729890
47516,A/North_Carolina/11600/2020,H1N1,2020-01-28,EPI1729882
47517,A/North_Carolina/11599/2020,H1N1,2020-01-22,EPI1729875
47518,A/North_Carolina/11597/2020,H1N1,2020-01-21,EPI1729862
47519,A/New_York/11596/2020,H1N1,2020-01-30,EPI1729854
47520,A/New_York/11594/2020,H1N1,2020-01-29,EPI1729838
47521,A/New_York/11593/2020,H1N1,2020-01-24,EPI1729830
47522,A/New_York/11592/2020,H1N1,2020-01-21,EPI1729822
47523,A/New_York/11591/2020,H1N1,2020-01-21,EPI1729814
47524,A/New_Mexico/11590/2020,H1N1,2020-01-24,EPI1729808
47525,A/New_Mexico/11589/2020,H1N1,2020-01-22,EPI1729800
47526,A/New_Jersey/11588/2020,H1N1,2020-01-31,EPI1729792
47527,A/New_Jersey/11587/2020,H1N1,2020-01-30,EPI1729784
47528,A/New_Jersey/11586/2020,H1N1,2020-01-28,EPI1729777
47529,A/New_Jersey/11585/2020,H1N1,2020-01-28,EPI1729769
47530,A/Nevada/11584/2020,H1N1,2020-01-28,EPI1729762
47531,A/Nevada/11582/2020,H1N1,2020-01-21,EPI1729746
47532,A/Nebraska/11581/2020,H1N1,2020-01-28,EPI1729738
47533,A/Mississippi/11580/2020,H1N1,2020-02-06,EPI1729730
47534,A/Mississippi/11579/2020,H1N1,2020-02-03,EPI1729722
47535,A/Mississippi/11578/2020,H1N1,2020-02-02,EPI1729715
47536,A/Mississippi/11577/2020,H1N1,2020-01-29,EPI1729708
47537,A/Mississippi/11576/2020,H1N1,2020-01-27,EPI1729701
47538,A/Mississippi/11575/2020,H1N1,2020-01-26,EPI1729695
47539,A/Mississippi/11574/2020,H1N1,2020-01-23,EPI1729687
47540,A/Michigan/11573/2020,H1N1,2020-01-29,EPI1729680
47541,A/Michigan/11572/2020,H1N1,2020-01-27,EPI1729673
47542,A/Massachusetts/11571/2020,H1N1,2020-02-03,EPI1729666
47543,A/Massachusetts/11570/2020,H1N1,2020-01-30,EPI1729658
47544,A/Massachusetts/11569/2020,H1N1,2020-01-22,EPI1729650
47545,A/Maryland/11568/2019,H1N1,2019-12-18,EPI1729643
47546,A/Maryland/11567/2019,H1N1,2019-12-18,EPI1729637
47547,A/Maryland/11565/2019,H1N1,2019-12-18,EPI1729621
47548,A/Maryland/11564/2019,H1N1,2019-12-17,EPI1729616
47549,A/Maryland/11563/2019,H1N1,2019-12-17,EPI1729610
47550,A/Maryland/11562/2020,H1N1,2020-01-27,EPI1729602
47551,A/Kentucky/11561/2020,H1N1,2020-01-28,EPI1729596
47552,A/Kentucky/11560/2020,H1N1,2020-01-28,EPI1729588
47553,A/Kentucky/11559/2020,H1N1,2020-01-27,EPI1729580
47554,A/Kansas/11558/2020,H1N1,2020-01-27,EPI1729572
47555,A/Kansas/11557/2020,H1N1,2020-01-29,EPI1729564
47556,A/Japan/11556/2020,H1N1,2020-01-28,EPI1729559
47557,A/Italy/11555/2020,H1N1,2020-01-21,EPI1729551
47558,A/Italy/11554/2020,H1N1,2020-01-22,EPI1729545
47559,A/Italy/11553/2020,H1N1,2020-01-27,EPI1729537
47560,A/Italy/11552/2020,H1N1,2020-01-23,EPI1729530
47561,A/Italy/11550/2020,H1N1,2020-01-19,EPI1729515
47562,A/Italy/11548/2020,H1N1,2020-01-17,EPI1729502
47563,A/Italy/11547/2020,H1N1,2020-01-16,EPI1729494
47564,A/Italy/11546/2020,H1N1,2020-01-11,EPI1729487
47565,A/Italy/11543/2020,H1N1,2020-01-15,EPI1729463
47566,A/Italy/11540/2020,H1N1,2020-01-30,EPI1729441
47567,A/Italy/11538/2020,H1N1,2020-01-14,EPI1729425
47568,A/Italy/11537/2020,H1N1,2020-01-14,EPI1729417
47569,A/Illinois/11536/2020,H1N1,2020-02-03,EPI1729410
47570,A/Illinois/11535/2020,H1N1,2020-02-03,EPI1729404
47571,A/Illinois/11534/2020,H1N1,2020-01-28,EPI1729396
47572,A/Illinois/11533/2020,H1N1,2020-01-23,EPI1729388
47573,A/Idaho/11532/2020,H1N1,2020-01-28,EPI1729380
47574,A/Idaho/11531/2020,H1N1,2020-02-03,EPI1729372
47575,A/Idaho/11530/2020,H1N1,2020-01-27,EPI1729364
47576,A/Idaho/11529/2020,H1N1,2020-01-21,EPI1729356
47577,A/Guam/11528/2020,H1N1,2020-01-31,EPI1729348
47578,A/Guam/11527/2020,H1N1,2020-01-28,EPI1729340
47579,A/Germany/11525/2020,H1N1,2020-01-30,EPI1729327
47580,A/Germany/11524/2020,H1N1,2020-01-30,EPI1729322
47581,A/Germany/11523/2020,H1N1,2020-01-27,EPI1729315
47582,A/Germany/11522/2020,H1N1,2020-01-27,EPI1729309
47583,A/Germany/11519/2020,H1N1,2020-01-24,EPI1729287
47584,A/Germany/11518/2020,H1N1,2020-01-22,EPI1729280
47585,A/Germany/11517/2020,H1N1,2020-01-21,EPI1729274
47586,A/Germany/11516/2020,H1N1,2020-01-21,EPI1729267
47587,A/Germany/11515/2020,H1N1,2020-01-21,EPI1729262
47588,A/Germany/11514/2020,H1N1,2020-01-21,EPI1729254
47589,A/Germany/11512/2020,H1N1,2020-01-17,EPI1729238
47590,A/Germany/11511/2020,H1N1,2020-01-16,EPI1729232
47591,A/Germany/11510/2020,H1N1,2020-01-14,EPI1729224
47592,A/Germany/11509/2020,H1N1,2020-01-13,EPI1729216
47593,A/Georgia/11508/2020,H1N1,2020-01-31,EPI1729209
47594,A/Georgia/11507/2020,H1N1,2020-01-28,EPI1729201
47595,A/Georgia/11506/2020,H1N1,2020-01-27,EPI1729193
47596,A/Georgia/11505/2020,H1N1,2020-01-16,EPI1729185
47597,A/Florida/11503/2020,H1N1,2020-02-03,EPI1729169
47598,A/Florida/11502/2020,H1N1,2020-01-29,EPI1729162
47599,A/Florida/11501/2020,H1N1,2020-01-23,EPI1729156
47600,A/England/11500/2020,H1N1,2020-01-28,EPI1729149
47601,A/Delaware/11498/2020,H1N1,2020-02-03,EPI1729133
47602,A/Delaware/11497/2020,H1N1,2020-01-29,EPI1729127
47603,A/Delaware/11496/2020,H1N1,2020-01-27,EPI1729120
47604,A/Delaware/11495/2020,H1N1,2020-01-27,EPI1729112
47605,A/Colorado/11494/2020,H1N1,2020-01-31,EPI1729105
47606,A/Colorado/11492/2020,H1N1,2020-01-29,EPI1729089
47607,A/Colorado/11491/2020,H1N1,2020-01-27,EPI1729081
47608,A/Colorado/11490/2020,H1N1,2020-01-28,EPI1729073
47609,A/Colorado/11489/2020,H1N1,2020-01-24,EPI1729066
47610,A/Colorado/11488/2020,H1N1,2020-01-22,EPI1729058
47611,A/Colorado/11487/2020,H1N1,2020-01-21,EPI1729050
47612,A/Arkansas/11486/2020,H1N1,2020-02-03,EPI1729042
47613,A/Arkansas/11485/2020,H1N1,2020-01-24,EPI1729035
47614,A/Arkansas/11484/2020,H1N1,2020-01-24,EPI1729027
47615,A/Arizona/11483/2020,H1N1,2020-02-05,EPI1729019
47616,A/Arizona/11482/2020,H1N1,2020-02-05,EPI1729014
47617,A/Arizona/11481/2020,H1N1,2020-01-30,EPI1729008
47618,A/Arizona/11480/2020,H1N1,2020-02-03,EPI1729000
47619,A/Arizona/11479/2020,H1N1,2020-01-29,EPI1728992
47620,A/Arizona/11478/2020,H1N1,2020-01-30,EPI1728984
47621,A/Arizona/11477/2020,H1N1,2020-01-27,EPI1728976
47622,A/Arizona/11476/2020,H1N1,2020-01-24,EPI1728968
47623,A/Arizona/11475/2020,H1N1,2020-01-27,EPI1728960
47624,A/Arizona/11474/2020,H1N1,2020-01-24,EPI1728952
47625,A/Arizona/11473/2020,H1N1,2020-01-21,EPI1728945
47626,A/Arizona/11471/2020,H1N1,2020-01-22,EPI1728929
47627,A/Alaska/11470/2020,H1N1,2020-02-02,EPI1728922
47628,A/Alaska/11469/2020,H1N1,2020-01-27,EPI1728914
47629,A/Alaska/11468/2020,H1N1,2020-01-23,EPI1728907
47630,A/Alaska/11467/2020,H1N1,2020-01-23,EPI1728899
47631,A/Alaska/11466/2020,H1N1,2020-01-21,EPI1728891
47632,A/Alabama/11465/2020,H1N1,2020-02-03,EPI1728883
47633,A/Alabama/11464/2020,H1N1,2020-02-03,EPI1728875
47634,A/Alabama/11463/2020,H1N1,2020-01-27,EPI1728867
47635,A/Alabama/11462/2020,H1N1,2020-01-24,EPI1728859
47636,A/Washington/11317/2020,H1N1,2020-01-14,EPI1710335
47637,A/Washington/11316/2020,H1N1,2020-01-07,EPI1710327
47638,A/Washington/11315/2020,H1N1,2020-01-08,EPI1710319
47639,A/Washington/11314/2020,H1N1,2020-01-08,EPI1710311
47640,A/Victoria/44/2020,H1N1,2020-01-27,EPI1722191
47641,A/Victoria/2570/2019,H1N1,2019-11-22,EPI1718609
47642,A/South_lebanon/Saida/9/2019,H1N1,2019-12-11,EPI1719086
47643,A/Beirut/601/2019,H1N1,2019-12-17,EPI1719060
47644,A/Beirut/594/2019,H1N1,2019-12-14,EPI1719058
47645,A/Lebanon/99/2020,H1N1,2020-01-21,EPI1723916
47646,A/Lebanon/156/2020,H1N1,2020-01-21,EPI1723908
47647,A/Lebanon/143/2020,H1N1,2020-01-20,EPI1723900
47648,A/Lebanon/145/2020,H1N1,2020-01-21,EPI1723892
47649,A/Lebanon/11/2020,H1N1,2020-01-29,EPI1723884
47650,A/Lebanon/3/2020,H1N1,2020-01-24,EPI1723876
47651,A/Lebanon/85/2020,H1N1,2020-01-17,EPI1723734
47652,A/Netherlands/10334/2020,H1N1,2020-03-09,EPI1724520
47653,A/Netherlands/10340/2020,H1N1,2020-03-12,EPI1724515
47654,A/Netherlands/10338/2020,H1N1,2020-03-12,EPI1724513
47655,A/Netherlands/10336/2020,H1N1,2020-03-11,EPI1724511
47656,A/Netherlands/10258/2019,H1N1,2019-10-31,EPI1719084
47657,A/Tasmania/604/2019,H1N1,2019-08-22,EPI1721643
47658,A/Saint-Petersburg/RII-2623S/2020,H1N1,2020-02-25,EPI1721418
47659,A/Saint-Petersburg/RII-2327S/2020,H1N1,2020-02-14,EPI1721416
47660,A/Saint-Petersburg/RII-2323S/2020,H1N1,2020-02-14,EPI1721414
47661,A/Saint-Petersburg/RII-2321S/2020,H1N1,2020-02-14,EPI1721412
47662,A/Saint-Petersburg/RII-2087S/2020,H1N1,2020-02-11,EPI1721410
47663,A/Saint-Petersburg/RII-2044S/2020,H1N1,2020-02-10,EPI1721408
47664,A/Saint-Petersburg/RII-2041S/2020,H1N1,2020-02-10,EPI1721406
47665,A/Saint-Petersburg/RII-22/2020,H1N1,2020-01-06,EPI1721274
47666,A/Saint-Petersburg/RII-39/2020,H1N1,2020-01-22,EPI1721258
47667,A/Saint-Petersburg/RII-38/2020,H1N1,2020-01-22,EPI1721250
47668,A/Saint-Petersburg/RII-42/2020,H1N1,2020-01-10,EPI1721242
47669,A/Saint-Petersburg/RII-27/2020,H1N1,2020-01-20,EPI1721234
47670,A/Saint-Petersburg/RII-2598S/2020,H1N1,2020-02-22,EPI1720946
47671,A/Saint-Petersburg/RII-2585S/2020,H1N1,2020-02-21,EPI1720938
47672,A/Saint-Petersburg/RII-2579S/2020,H1N1,2020-02-21,EPI1720930
47673,A/Saint-Petersburg/RII-2550S/2020,H1N1,2020-02-21,EPI1720922
47674,A/Saint-Petersburg/RII-2531S/2020,H1N1,2020-02-20,EPI1720914
47675,A/Saint-Petersburg/RII-3064S/2020,H1N1,2020-03-04,EPI1720560
47676,A/Saint-Petersburg/RII-3063S/2020,H1N1,2020-03-04,EPI1720552
47677,A/Saint-Petersburg/RII-3062S/2020,H1N1,2020-03-04,EPI1720544
47678,A/Saint-Petersburg/RII-3061S/2020,H1N1,2020-03-04,EPI1720536
47679,A/Saint-Petersburg/RII-3054S/2020,H1N1,2020-03-03,EPI1720528
47680,A/Saint-Petersburg/RII-3043S/2020,H1N1,2020-03-02,EPI1720520
47681,A/Saint-Petersburg/RII-3038S/2020,H1N1,2020-03-02,EPI1720512
47682,A/Saint-Petersburg/RII-3037S/2020,H1N1,2020-03-02,EPI1720504
47683,A/Saint-Petersburg/RII-3018S/2020,H1N1,2020-03-02,EPI1720496
47684,A/Saint-Petersburg/RII-2996S/2020,H1N1,2020-03-02,EPI1720488
47685,A/Saint-Petersburg/RII-2988S/2020,H1N1,2020-02-28,EPI1720480
47686,A/Saint-Petersburg/RII-2983S/2020,H1N1,2020-02-28,EPI1720472
47687,A/Saint-Petersburg/RII-2979S/2020,H1N1,2020-02-27,EPI1720464
47688,A/Saint-Petersburg/RII-2933S/2020,H1N1,2020-03-02,EPI1720456
47689,A/Saint-Petersburg/RII-2930S/2020,H1N1,2020-02-29,EPI1720448
47690,A/Saint-Petersburg/RII-2883S/2020,H1N1,2020-02-27,EPI1720440
47691,A/Saint-Petersburg/RII-2880S/2020,H1N1,2020-02-26,EPI1720432
47692,A/Saint-Petersburg/RII-2875S/2020,H1N1,2020-02-27,EPI1720424
47693,A/Saint-Petersburg/RII-2874S/2020,H1N1,2020-02-27,EPI1720416
47694,A/Saint-Petersburg/RII-2872S/2020,H1N1,2020-02-27,EPI1720408
47695,A/Saint-Petersburg/RII-2868S/2020,H1N1,2020-02-27,EPI1720400
47696,A/Saint-Petersburg/RII-2866S/2020,H1N1,2020-02-27,EPI1720392
47697,A/Saint-Petersburg/RII-2823S/2020,H1N1,2020-02-20,EPI1720384
47698,A/Saint-Petersburg/RII-2804S/2020,H1N1,2020-02-19,EPI1720376
47699,A/Saint-Petersburg/RII-2624S/2020,H1N1,2020-01-27,EPI1720368
47700,A/Saint-Petersburg/RII-2615S/2020,H1N1,2020-01-24,EPI1720360
47701,A/Saint-Petersburg/RII-2527S/2020,H1N1,2020-02-21,EPI1720352
47702,A/Saint-Petersburg/RII-2466S/2020,H1N1,2020-02-20,EPI1720344
47703,A/Saint-Petersburg/RII-2462S/2020,H1N1,2020-02-20,EPI1720336
47704,A/Saint-Petersburg/RII-2449S/2020,H1N1,2020-02-18,EPI1720328
47705,A/Saint-Petersburg/RII-2429S/2020,H1N1,2020-02-18,EPI1720320
47706,A/Saint-Petersburg/RII-2426S/2020,H1N1,2020-02-17,EPI1720312
47707,A/Saint-Petersburg/RII-2402S/2020,H1N1,2020-02-18,EPI1720304
47708,A/Saint-Petersburg/RII-2375S/2020,H1N1,2020-02-18,EPI1720296
